orf_id,orf_start,orf_end,mean,sum,std,n_reads_orf_vs_transcript,pos_1_vs_0,pos_2_vs_0,frames_1_vs_0,frames_2_vs_0,five_utr_vs_cds_mean,five_utr_vs_cds_max,five_utr_vs_start_codon_mean,five_utr_vs_start_codon_max,cds_utr_vs_start_codon_mean,cds_utr_vs_start_codon_max,three_utr_vs_cds_mean,three_utr_vs_cds_max,three_utr_vs_stop_codon_mean,three_utr_vs_stop_codon_max,cds_utr_vs_stop_codon_mean,cds_utr_vs_stop_codon_max,dist_neg_100,dist_neg_150,dist_pos_100,dist_pos_150,price,ribotish,ribocode,prediction
GL339449.2_68516_94284_-_68516-68642|77952-78060|83170-83286|87009-87092|89979-90065|91114-91192|94281-94284,68516.0,94284.0,0.0002980872887807,0.1788523732684552,0.003112392511639,0.8214285676858865,10.0,10.0,0.0,0.1500000016467814,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6925272256707835,1
GL383519.1_60330_60477_-_60330-60477,60330.0,60477.0,0.015343059487894224,2.255429744720459,0.08558836417357572,1.0,10.0,10.0,0.2261390236242369,0.15537963522099618,3.0,3.0,3.0,3.0,1.6151001422818467,1.0995268555947189,1.1643703135034082,1.034221572156948,-2.6067339955402202,-2.7222689062979555,-2.639858072189715,-2.757587227409857,-1.7781512503836436,-1.7781512503836436,-1.4308823440856882,-1.5234276802724687,0.0,0.0,2.5336937448205985,1
GL383520.2_280465_280498_+_280465-280498,280465.0,280498.0,0.039871253995407405,1.3157513818484456,0.12162106126574664,1.0,0.09596317656166267,0.028527913423532666,0.13772370054889554,0.10164802675649368,2.4937766855002503,2.47439672502508,2.639134356647351,2.47439672502508,0.827710667372223,0.7043616441558566,-0.30605017217096525,-0.1519759251499455,-2.3293181291008156,-2.51380269282701,-2.2414201756336536,-2.4547337294928417,-1.7781512503836436,-1.7781512503836436,-1.7781512503836436,-1.7781512503836436,3.3290804041993525,0.0,1.8034243604379672,1
GL383582.2_8527_13089_-_8527-8659|9404-9520|12950-13089,8527.0,13089.0,0.12650126441147505,48.955989327240864,0.41825895292369086,0.9990770477620248,9.203216372959355,9.30555555429888,0.19351972856303612,0.23928588467615788,1.4309003302900813,1.4978415392232045,1.592456146411449,1.2716777301498383,0.531473643359033,0.18166124009788437,2.130163286082354,1.8220766381373175,2.55371641329309,1.6478788973605254,0.9604092359544695,0.31227574287118837,-1.6240119258261945,-1.6521144816792546,-1.5244882527965455,-1.6284070104757442,216.33239629658186,0.0,18.410080386881845,1
GL949746.1_367124_367442_+_367124-367442,367124.0,367442.0,0.0006699703318462667,0.2130505655271311,0.004004127043820533,1.0,10.0,10.0,0.25,0.25925925925925924,3.0,3.0,-3.0,-3.0,-3.0,-3.0,1.4210075488726206,1.1003433318879938,-1.0,-1.0,-1.963618510191644,-2.1003433318879936,0.0,0.0,0.0,0.0,0.0,0.0,2.516995977654082,1
GL949752.1_365298_365616_+_365298-365616,365298.0,365616.0,0.0006699703318462667,0.2130505655271311,0.004004127043820533,1.0,10.0,10.0,0.25,0.25925925925925924,3.0,3.0,-3.0,-3.0,-3.0,-3.0,1.4210075488726206,1.1003433318879938,-1.0,-1.0,-1.963618510191644,-2.1003433318879936,0.0,0.0,0.0,0.0,0.0,0.0,2.516995977654082,1
JH159146.1_158172_158469_-_158172-158469,158172.0,158469.0,0.0013049940926709,0.38758324552327394,0.0074291136796016,1.0,10.0,10.0,0.1086956519714974,0.2092391299287436,3.0,3.0,3.0,3.0,2.1087419726354,1.6505149978319906,3.0,3.0,0.0,0.0,-1.3239087409443187,-1.7385606273598313,-1.7781512503836436,-1.7781512503836436,-1.127636252551653,-1.127636252551653,0.0,0.0,2.590230530870076,1
KB663609.1_8527_13089_-_8527-8659|9404-9520|12950-13089,8527.0,13089.0,0.12650023829994514,48.955592222078785,0.418244887315504,0.9990770402696548,9.203216372959355,9.30555555429888,0.19352809617200986,0.2392619263861572,1.4309003302900813,1.4978415392232045,1.592456146411449,1.2716777301498383,0.531473643359033,0.18166124009788437,2.12985963954856,1.821553608761203,2.5533154758529757,1.6473558679844107,0.9602555014573819,0.3120270289924882,-1.6240119258261945,-1.6521144816792546,-1.5244882527965455,-1.6284070104757442,216.33239629658186,0.0,18.410080386881845,1
KI270759.1_235202_301959_+_235202-235254|296880-297087|301954-301959,235202.0,301959.0,0.0008854911958968,0.2337696757167577,0.0045201850916639,1.0,10.0,10.0,0.2307692307692307,0.2307692307692307,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-0.2923264182571171,-0.1760912809715453,0.8103359236400306,-0.1760912809715453,1.5563025007672873,0.6020599913279624,0.0,0.0,0.0,0.0,0.0,0.0,2.2069318057953,1
KI270762.1_109645_114058_+_109645-109658|111012-111168|111813-111904|114054-114058,109645.0,114058.0,0.0005399713638436,0.1425524400547146,0.0024119488522238,0.3818181816367642,10.0,10.0,0.461538459103011,0.153846153034337,0.1783830538491353,0.0,-3.0,-3.0,-3.0,-3.0,-0.3715076564814169,-0.1760912689863347,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5427346188152415,1
KI270768.1_25407_25521_+_25407-25521,25407.0,25521.0,0.009165072915748758,1.044818312395364,0.02859368012300545,1.0,0.1761904750966987,0.01250000056783901,0.41542208882159243,0.23971792791823973,2.5555742797270686,2.558247499546517,2.6107548932720186,2.550171665943997,0.6798954627398643,0.14892551276090848,0.960673425579215,0.7442598878905784,-1.3344493228583454,-1.7476642724488667,-1.4862654668766473,-1.8414091660660885,-1.2606916658384244,-1.6299719795183398,-1.4618429921337557,-1.6916688703095268,0.0,0.0,2.2271926355732634,1
KI270769.1_108432_110457_-_108432-108552|110283-110457,108432.0,110457.0,0.1251210862467804,36.78559935655345,0.299453362416512,0.9981253198966301,7.9371257484183895,7.958083830456388,0.1763334901869647,0.24664495815398454,3.0,3.0,0.41317365269461076,0.41317365269461076,-1.8383466920997187,-1.9095658959857225,2.2931685018174925,1.9816370208261962,1.3214242966203318,0.7004704642432016,-0.497617609227668,-0.9937338374546634,-0.010647612277746368,-0.010647612277746368,-0.0028570135013153437,-0.0062358843422648195,5.982035928143713,0.0,14.99454167422695,1
KI270792.1_8820_15803_-_8820-9064|15777-15803,8820.0,15803.0,0.0023582526103213,0.6367282047867775,0.0133530468391656,1.0,10.0,10.0,0.3333333394007008,0.2222222262671339,3.0,3.0,3.0,3.0,0.4771212547196624,0.0,-0.5585942975468721,-0.3010299956639812,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9897370374262544,1
KI270794.1_145969_155691_-_145969-146194|148484-148696|152875-152999|155682-155691,145969.0,155691.0,0.00043023348246746667,0.24523308500647542,0.004069070663312467,1.0,10.0,10.0,0.0,0.12222222222222219,-2.0144885645936967,-2.0,-1.732789217922278,-2.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.3333333333333333,-0.5927170834612145,-0.5927170834612145,-0.5927170834612145,0.0,0.0,3.2626406495933455,1
KI270831.1_120390_120843_-_120390-120843,120390.0,120843.0,0.001461804786636577,0.6621975683463881,0.007793120855189215,1.0,10.0,10.0,0.1396827606894606,0.36689694284875435,1.1444069036402325,1.1770023073587679,-2.076923076923077,-2.076923076923077,-2.455447596457875,-2.5616176919741522,1.6153846153846154,1.6153846153846154,-1.6153846153846154,-1.6153846153846154,-1.7914458107113054,-1.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,3.0746366235054343,1
KI270832.1_156329_157042_-_156329-156429|156595-156688|156786-156888|156971-157042,156329.0,157042.0,0.0007822536467156072,0.2863048346979277,0.005794664539667721,1.0,10.0,10.0,0.013690476190476185,0.0853174602217764,1.7142857142857142,1.7142857142857142,-3.0,-3.0,-3.0,-3.0,2.142857142857143,2.142857142857143,-1.2857142857142858,-1.2857142857142858,-1.6380823206447215,-1.9070692860240013,0.0,0.0,0.0,0.0,0.0,0.0,3.098162910291264,1
KI270832.1_97076_98069_-_97076-97508|98006-98069,97076.0,98069.0,0.0007856161267769,0.3888799827545881,0.0065073193537655,1.0,10.0,10.0,0.6666666581515225,0.1111111111111111,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6443195225417742,1
KI270832.1_97375_97501_-_97375-97501,97375.0,97501.0,0.0124435569085772,1.567888170480728,0.1103038239083775,1.0,10.0,10.0,0.5555555365476175,2.0,1.1869832101159166,1.454844840457093,1.9989128854901168,1.454844840457093,1.8785217766325373,1.454844840457093,-0.6968969889590276,-0.4771212299545339,-3.0,-3.0,-3.0,-3.0,-1.4771212547196624,-1.7781512503836436,0.0,-0.3010299956639812,0.0,0.0,2.133076551690799,1
KI270834.1_110601_111090_-_110601-111090,110601.0,111090.0,0.0002863937817468,0.1400465592741966,0.0016859875688077,1.0,10.0,10.0,0.05,0.15,3.0,3.0,-3.0,-3.0,-3.0,-3.0,3.0,3.0,3.0,3.0,0.9542425094393248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.956824508795939,1
KI270845.1_152104_162429_-_152104-152218|152987-153066|154812-154950|162259-162429,152104.0,162429.0,0.0003977332212134,0.1992643438279628,0.003538708264287,1.0,10.0,10.0,0.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.526027377796624,1
KI270855.1_40682_53558_-_40682-40769|41283-41349|41731-41868|43570-43655|53555-53558,40682.0,53558.0,0.037383470238438764,14.130951750129872,0.15893934039766636,0.9599041594700156,9.852941176470589,9.852941176470589,0.19903531993894089,0.19042533092667627,2.148893993565249,2.078489896416981,2.0141391094346637,1.7087426505220473,0.4923552111231244,0.20936045053633917,2.1992891682765245,1.9173188558161836,2.0670337664915577,1.3137183409688926,0.3111374231194151,-0.4507465394570328,-1.6377698479980964,-1.647404834914258,-1.4846790051968415,-1.5844014869914964,74.38845130777874,0.0,11.255378457596095,1
KI270857.1_218364_221213_-_218364-218452|218901-219016|221134-221213,218364.0,221213.0,0.07192967485630253,20.284168309477323,0.1905810278733741,0.9968788800500031,10.0,10.0,0.40306391914509526,0.25145799935558083,1.963052213642726,1.7331925289971757,1.8760370879474424,1.401813515305534,0.2638103961068297,-0.23749515638156926,2.179064424438532,2.017508886126518,-0.9516091025454467,-1.2088769113827573,-1.6619145741184462,-1.9376011567426257,-1.47325795180598,-1.5689569856326266,-0.5202940447857378,-0.9920438996408976,177.34507381474876,0.0,7.381849359809988,1
KI270857.1_232330_236059_-_232330-232424|232843-232955|233429-233489|235983-236059,232330.0,236059.0,0.06578662790009497,22.499026741832495,0.1723834761070465,0.9994637179732865,10.0,10.0,0.28610662220787486,0.3085063488604011,1.2485091249011808,1.0726505121943826,1.4108292950280847,0.8729170979467643,0.4767996472189088,0.09765401584957507,2.6068201489036458,2.384081455589725,1.0313225524037817,0.627864156587378,-0.6275725946498458,-1.0963936818904163,-1.237112228386942,-1.2395205173638197,-1.133878722867961,-1.177242340812399,264.27386010564487,0.0,8.337286557413735,1
KI270857.1_2334482_2357543_+_2334482-2334499|2341564-2341663|2353650-2353699|2357073-2357247|2357456-2357543,2334482.0,2357543.0,0.0091396116874587,3.893474578857422,0.0636985448628049,0.7800000007164545,10.0,10.0,0.7368420854167731,0.3157894786458067,3.0,3.0,3.0,3.0,0.7781512503836436,0.3010299956639812,3.0,3.0,3.0,3.0,1.6532124878459906,0.3979399827426845,0.0,0.0,0.0,0.0,0.0,0.0,2.3377126775558925,1
KI270857.1_338826_340233_+_338826-338902|339448-339563|340145-340233,338826.0,340233.0,0.17823022756628484,49.726233490993486,0.42412388086845043,0.9890536461833278,2.2638564474849923,2.390641854954809,0.20145356771370734,0.3050546999313183,0.47327722298012237,0.2015627906589101,0.7014890136017935,0.02945574217646417,0.4028474200604541,-0.014182108335398541,1.4945705068635469,1.1773178893606338,1.5506731846458068,0.7342351870590184,0.17686446944883993,-0.3779062018618236,-1.2625303517273077,-1.3278193029492853,-0.5362873724560061,-0.7725671172362454,308.9190050760537,0.0,12.616910089814505,1
KI270857.1_446045_447473_+_446045-446121|446679-446794|447400-447473,446045.0,447473.0,0.1668798943971898,44.05629212085812,0.44571598313771743,0.9833922301209117,2.1159567959976946,2.235739840495561,0.21154469805587073,0.2848935342628354,0.3252239455616157,0.13218480035903973,0.7314494993833952,0.029480594537957185,0.5731810818307939,0.005516624088287247,1.4754784180784493,1.1252239953738035,1.7106315463873354,0.7957122237336238,0.3601128613945674,-0.24692113838101745,-1.2827170937021988,-1.3515351774226618,-0.5309066109322368,-0.7744053058782138,54.40156550105207,0.0,11.016299794874682,1
KI270857.1_721603_730308_+_721603-721689|721838-721870|727716-727803|728829-728910|730126-730308,721603.0,730308.0,0.039347874971037373,18.414805486445513,0.10671155379155578,0.9961263543260395,0.9909361107182182,0.9649578508194577,0.18020229394698395,0.2597434472735955,2.8561556062080173,2.863413117344705,2.684367608280479,2.645808946855871,0.6415672226792701,0.2027717052107466,2.0538283775490687,1.7758282356334933,0.2658955888001291,-0.17281047019015372,-0.8672138320226618,-1.2697607526749526,-1.4764043715306616,-1.5733944397334056,-1.3045681893091357,-1.4505405860731568,182.17173919079517,0.0,16.72542874355641,1
KI270857.1_837156_837429_+_837156-837429,837156.0,837429.0,0.0018556809032356,0.5066008865833282,0.0076960436440871,1.0,10.0,10.0,0.7142857142857143,0.4285714285714285,3.0,3.0,3.0,3.0,0.4771212547196625,0.0,-0.5006023642559783,-0.4771212866555118,0.4771212410328695,-0.4771212866555118,1.255272505103306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3575245634458304,1
KI270861.1_154918_155110_+_154918-155110,154918.0,155110.0,0.0036540946612755197,0.7015861749649048,0.01320625200724472,1.0,6.0,6.0,0.13755411264786338,0.5292748921030198,3.0,3.0,3.0,3.0,1.1873027484957785,0.6602059991327962,1.140803002046685,0.8602059917591134,-2.2309803919971487,-2.4,-2.384163750443036,-2.5397939998248873,-0.7112605001534574,-0.7112605001534574,-0.4510545010206612,-0.7112605001534574,0.0,0.0,2.1062579597044966,1
KI270861.1_160512_161150_+_160512-160523|160790-160981|161103-161150,160512.0,161150.0,0.0006561753074507,0.1633876515552401,0.0029779761804107,1.0,10.0,10.0,2.0,0.125,3.0,3.0,-3.0,-3.0,-3.0,-3.0,0.0434656937810903,-0.3010299956639812,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.524146522081645,1
KI270868.1_7200_10720_+_7200-7229|8404-8549|9550-9784|10558-10720,7200.0,10720.0,0.0003841721981066111,0.2189781529208024,0.003835731258140911,1.0,10.0,10.0,0.0,0.04761904761904761,-2.61848271545127,-2.633218889370669,-3.0,-3.0,-3.0,-3.0,1.0,1.0,-2.3333333333333335,-2.3333333333333335,-2.52719194387741,-2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,3.1910630177869472,1
KI270879.1_130836_131468_+_130836-130944|131133-131306|131401-131468,130836.0,131468.0,0.8199359903694996,285.3377246485859,2.242039488758835,0.9992135568199342,0.2998086018959014,0.3564944486769539,0.18784390176549418,0.16189746627128443,1.549253123903156,1.4056742466562773,1.8475984586435683,1.2302126484047298,0.4489565537956912,0.06738166399703034,2.1999022218501714,1.8410399772141588,2.1618315322563477,1.2805159766286498,0.18211776294377816,-0.2956905880288739,-1.7421227829839285,-1.7611671579141805,-1.0105356790493472,-1.1912694954461531,361.72919817982495,0.0,25.807506174955513,1
KI270879.1_73270_75281_-_73270-73324|73425-73516|74020-74216|74713-74807|74925-74999|75072-75138|75256-75281,73270.0,75281.0,0.0008038590662181,0.4823154397308826,0.0051450731570134,1.0,10.0,10.0,0.3846153846153846,0.3846153846153846,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.475027743646649,1
KI270908.1_698708_726283_+_698708-698783|712428-712521|716361-716443|720731-720844|726067-726283,698708.0,726283.0,0.0009675862071376,0.5602324139326811,0.0080585807077432,0.8571428567357422,10.0,10.0,0.3333333351065451,0.2666666680852361,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6533537066202892,1
KI270909.1_165220_166433_+_165220-165354|166429-166433,165220.0,166433.0,0.0548502554496129,7.569335252046585,0.1122232333427318,0.5156950683116502,0.125,0.0,2.0,1.28,3.0,3.0,3.0,3.0,0.2284793285153695,-0.1760912590556812,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-1.7781512503836436,-1.7781512503836436,-1.7634279935629371,-1.7634279935629371,0.0,0.0,1.331694601557884,1
KI270909.1_165220_166706_+_165220-165354|166633-166706,165220.0,166706.0,0.05104874129438598,10.567089447937906,0.11519627521782624,0.6097347392951228,0.29469696083968344,0.01538461524309396,1.1982478722443162,0.5007876420656061,2.6907510110649278,2.7511749763874973,2.664443862166364,2.6082785414219813,0.016764984517853944,-0.5394897593904786,1.8543090896535497,1.3251447923537267,2.102837296173078,1.0668907526193503,0.30339616449411777,-0.24241778869579472,-1.4225210003069149,-1.7781512503836434,-1.3253025637766593,-1.3253025637766593,0.0,0.0,1.694496480530015,1
KI270909.1_165278_166706_+_165278-165354|165912-166027|166633-166706,165278.0,166706.0,0.1669714752640281,44.08046946970343,0.4457623014810134,0.9833237497393401,2.1159567959976946,2.236081955222637,0.2112057007631969,0.28416261799706655,0.3257660941601986,0.13218480035903973,0.7322687904309979,0.029480594537957185,0.5739623517600392,0.0070839747360101615,1.4754751832389803,1.1252239953738035,1.7106315463873354,0.7957122237336238,0.360116445946425,-0.24692113838101745,-1.2827170937021988,-1.3515351774226618,-0.5309066109322368,-0.7744053058782138,54.40156550105207,0.0,11.016299794874682,1
KI270909.1_58002_59409_+_58002-58078|58624-58739|59321-59409,58002.0,59409.0,0.19239033418161045,53.67690323666932,0.44755387486923365,0.9903018645710079,1.0391253357637482,0.9560278502174864,0.2111973579326916,0.27803446486669964,0.5412781151651938,0.37648345687231033,0.9249397072436586,0.2823567574637041,0.5808496527444559,0.16852267256491443,1.4419157711424593,1.1289574624967067,1.3968270307996529,0.5803890332128646,0.07024229132007673,-0.45934443981004874,-1.5237925481056178,-1.5781551084575802,-1.3675836817231233,-1.520458352503992,360.0731884412416,0.0,13.334608695113628,1
KI270928.1_8527_13089_-_8527-8659|9404-9520|12950-13089,8527.0,13089.0,0.12650034740855676,48.95563444711148,0.4182422537973803,0.9990770515615351,9.203216372959355,9.30555555429888,0.19352644665443877,0.23925809471376228,1.4309003302900813,1.4978415392232045,1.592456146411449,1.2716777301498383,0.531473643359033,0.18166124009788437,2.129855684381261,1.821553608761203,2.5533154758529757,1.6473558679844107,0.9602616739169286,0.3120270289924882,-1.6240119258261945,-1.6521144816792546,-1.5244882527965455,-1.6284070104757442,216.33239629658186,0.0,18.410080386881845,1
KI270938.1_442904_443222_+_442904-443222,442904.0,443222.0,0.0006699703318462667,0.2130505655271311,0.004004127043820533,1.0,10.0,10.0,0.25,0.25925925925925924,3.0,3.0,-3.0,-3.0,-3.0,-3.0,1.4210075488726206,1.1003433318879938,-1.0,-1.0,-1.963618510191644,-2.1003433318879936,0.0,0.0,0.0,0.0,0.0,0.0,2.516995977654082,1
chr10_100114559_100114712_-_100114559-100114712,100114559.0,100114712.0,0.0052095251097009,0.7970573417842388,0.0313016166734028,1.0,10.0,10.0,0.4800000267715535,0.1200000076276493,3.0,3.0,3.0,3.0,-0.0543576687702168,-0.4771212438940218,3.0,3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8776156826881056,1
chr10_100248300_100248477_+_100248300-100248477,100248300.0,100248477.0,0.0048707620067111,0.8621248751878738,0.0329848356622017,1.0,0.5,0.0,0.1578947368421052,0.2631578947368421,3.0,3.0,3.0,3.0,1.401400540781544,0.4771212547196625,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-1.7781512503836436,-1.7781512503836436,-0.4771212547196624,-0.4771212547196624,0.0,0.0,2.6925272256707835,1
